,ORIGINAL_commentText,commentText,Label
5693,عاهره فعلا كلبه  الفلوس,عاهره فعلا كلبه  الفلوس,P
5694,عاهره وقحبه تاع بشار الكلب,عاهره وقحبه تاع بشار الكلب,P
5695,عاهره وقذوره من قذورات السيسي,عاهره وقذوره من قذورات السيسي,P
5696,عاهره ولاتستحق الحياه وياكثر العواهر المشتهريت باسم الفن,عاهره ولاتستحق الحياه وياكثر العواهر المشتهريت باسم الفن,P
5697,عاهيرا,عاهيرا,P
5698,عايزه اعرف من وين انطلق الفنان كاظم الساهر من لبنان ولا الكويت ولا بفضل جورج وسوف ما يحمد له انه يترفع عن كل الاساءات التى توجه له بسبب الغيره احتراما لنفسه وجمهوره لذا له منا كل الاحترام والتقدير,عايزه اعرف من وين انطلق الفنان كاظم الساهر من لبنان ولا الكويت ولا بفضل جورج وسوف ما يحمد له انه يترفع عن كل الاساءات التى توجه له بسبب الغيره احتراما لنفسه وجمهوره لذا له منا كل الاحترام والتقدير,N
5699,عايزه فيديو عن تمام المذيع,عايزه فيديو عن تمام المذيع,N
5700,عايش جو حرمه صدق هههههههههههههههههههههه ولا يغيرون من بعض بعد هههههههههههههههههههههه هههههههههههههههههههههه,عايش جو حرمه صدق هههههههههههههههههههههه ولا يغيرون من بعض بعد هههههههههههههههههههههه هههههههههههههههههههههه,N
5701,عباراتك  حركاتك غرورك حلوه   انت رئيستهم كلهم  انت دلوعه  هذا الزمان بلا منافس,عباراتك  حركاتك غرورك حلوه   انت رئيستهم كلهم  انت دلوعه  هذا الزمان بلا منافس,N
5702,عباله حلوه  جنه نعال,عباله حلوه  جنه نعال,P
5703,عبالى فلسطينى  -  _  -,عبالى فلسطينى  -  _  -,N
5704,"عبد الحبيم حافظ مات
كاظم الساهر موجود
ومن لا يعجبه كاظم فالجدران كثيره ",عبد الحبيم حافظ مات كاظم الساهر موجود ومن لا يعجبه كاظم فالجدران كثيره ,P
5705,عبد الحليم حافظ لا يوجد فضائيات ام كلثوم كذلك كيف اصبحوا افضل المغنين فى تاريخ الفن العربي,عبد الحليم حافظ لا يوجد فضائيات ام كلثوم كذلك كيف اصبحوا افضل المغنين فى تاريخ الفن العربي,N
5706,عبدالله رويشد صوتو ابو كلب مايسمع,عبدالله رويشد صوتو ابو كلب مايسمع,P
5707,"عبده  طقاقه  
الخرا كل ما حركته  فاحت ريحته  
واحلام خرا .   .  .  يعنى اعطيتوها اكبر من حجمها كويحه",عبده  طقاقه   الخرا كل ما حركته  فاحت ريحته   واحلام خرا .   .  .  يعنى اعطيتوها اكبر من حجمها كويحه,P
5708,عبده  كويحه هههههههههههه,عبده  كويحه هههههههههههه,P
5709,عبده ابن كلب مقهور من كاظم لانه ما اخذه لحن منهه تريد بشهر بواسطه  كاظم ماطلعلو حظ هههههه ختيار للعين,عبده ابن كلب مقهور من كاظم لانه ما اخذه لحن منهه تريد بشهر بواسطه  كاظم ماطلعلو حظ هههههه ختيار للعين,P
5710,عبره  لمن لا يعتبر فقط يحاول الاساه  الى رسول الله  واهل بيته امثال الساقطه   رغده  الكلبه,عبره  لمن لا يعتبر فقط يحاول الاساه  الى رسول الله  واهل بيته امثال الساقطه   رغده  الكلبه,P
5711,عبيطه  و بقره,عبيطه  و بقره,P
5712,عتقد تقصد مها محمد,عتقد تقصد مها محمد,N
5713,عجايز آخر زمن,عجايز آخر زمن,N
5714,عجب عاهره و وقحه,عجب عاهره و وقحه,P
5715,عجبا على شعب تقوده  العاهرات ويتمنون من الله النصر والجنه,عجبا على شعب تقوده  العاهرات ويتمنون من الله النصر والجنه,P
5716,عجبت لنباح الكلاب دون سير القوافل من قربهم .  كل اللذين تكلموا عن استاذ كاضم هم اشخاص تافهين جدا ولا يستحقون الظهور على اجهزه  التلفاز .  تحياتى لفنان العرب الاستاذ  # كاضم _ الساهر,عجبت لنباح الكلاب دون سير القوافل من قربهم .  كل اللذين تكلموا عن استاذ كاضم هم اشخاص تافهين جدا ولا يستحقون الظهور على اجهزه  التلفاز .  تحياتى لفنان العرب الاستاذ  # كاضم _ الساهر,P
5717,عجبتنى احلام كتمت هذا الخنيث ميشان صدق انها ملكه 👍👍,عجبتنى احلام كتمت هذا الخنيث ميشان صدق انها ملكه 👍👍,P
5718,عجبتنى بالمقطع  7  الضربه القاضيه لو وحدا ثانيه كانت عملت مغمى عليها او قلبت الدنيا من العياط 😂 بس هى هادئه و رزنه بتصرفاتها 😍,عجبتنى بالمقطع  7  الضربه القاضيه لو وحدا ثانيه كانت عملت مغمى عليها او قلبت الدنيا من العياط 😂 بس هى هادئه و رزنه بتصرفاتها 😍,N
5719,عجبنى رد نيشاان😂😂,عجبنى رد نيشاان😂😂,N
5720,عجبنى فى  8  كى قال على هيفا كبيره  فى ايه ؟  فى السن ؟  😂😂😂😂😂,عجبنى فى  8  كى قال على هيفا كبيره  فى ايه ؟  فى السن ؟  😂😂😂😂😂,N
5721,عجبنى كلامها عن الدين,عجبنى كلامها عن الدين,N
5722,عجبنى كلامها فى رقم  ٧,عجبنى كلامها فى رقم  ٧,N
5723,عجبنى ملابسه,عجبنى ملابسه,N
5724,عجزتوا تلقون مداخل نقد على صوتها على فنها رحتوا لشخصيتها  .  .  احلام مشكلتها تتكلم وبعدين تفكر,عجزتوا تلقون مداخل نقد على صوتها على فنها رحتوا لشخصيتها  .  .  احلام مشكلتها تتكلم وبعدين تفكر,N
5725,عجوز خرقاء اتقى الله مغير فلوس للى معك ولا انتى ماتسوى كيلو بصل لا صوت لا جمال لا تقافه معك  وكم كم من عمليات تجميليه فى وجهك مع ذالك مازلت قبيحه اتقى الله وصون قدرك وشرفك وقولى اللهم لك الحمد والشكر الى اعطاك ورزقك ياليت تكون شاكره لله افضل من صوت طرب والغناء وعفكره صوتك مين قال حلو والله صوت  زفت,عجوز خرقاء اتقى الله مغير فلوس للى معك ولا انتى ماتسوى كيلو بصل لا صوت لا جمال لا تقافه معك  وكم كم من عمليات تجميليه فى وجهك مع ذالك مازلت قبيحه اتقى الله وصون قدرك وشرفك وقولى اللهم لك الحمد والشكر الى اعطاك ورزقك ياليت تكون شاكره لله افضل من صوت طرب والغناء وعفكره صوتك مين قال حلو والله صوت  زفت,P
5726,عجوز شمطاء,عجوز شمطاء,P
5727,عجوز شمطاء عاهره,عجوز شمطاء عاهره,P
5728,عجوز شنطاء,عجوز شنطاء,P
5729,عجوز عاهره  😈احشمى نفسك الله ياخذ روحك,عجوز عاهره  😈احشمى نفسك الله ياخذ روحك,P
5730,عجوزه  مخرفه الوقحه التى حاولت اهنت عائشه رضى الله عنها الله ينتقم منها هى وكل كلب متلها,عجوزه  مخرفه الوقحه التى حاولت اهنت عائشه رضى الله عنها الله ينتقم منها هى وكل كلب متلها,P
5731,عجيب امر العرب صدام ضرب ايران واحتل الكويت وضرب السعوديه  فحقدوا عليه  وقاموا بادخال الامريكان من كل جهه لضرب العراق فى عام  1991  وفى عام  2003  فتح العرب اراضيهم لاسقاط صدام ويوم شنق بكوا عليه  ما هذا النفاق,عجيب امر العرب صدام ضرب ايران واحتل الكويت وضرب السعوديه  فحقدوا عليه  وقاموا بادخال الامريكان من كل جهه لضرب العراق فى عام  1991  وفى عام  2003  فتح العرب اراضيهم لاسقاط صدام ويوم شنق بكوا عليه  ما هذا النفاق,N
5732,"عدل عنوان الفيديو 
 10  اكثر فيديوهات للحماره رغده  اثارت الجدل",عدل عنوان الفيديو   10  اكثر فيديوهات للحماره رغده  اثارت الجدل,P
5733,عدنه مثل عرافى بيكول  .  .  .  . العين ماتكره اله الحسن منهه .  .  . وسﻻمتكم,عدنه مثل عرافى بيكول  .  .  .  . العين ماتكره اله الحسن منهه .  .  . وسﻻمتكم,N
5734,"عراق الابطال والشجعان 
العراق م انجب هيج اشخاص العراق انجب صدام  حسين 
والآن الحشد الشعبى والجيش 
عراق الشهداء عراق سبايكر 
العراق والعراقيين ميتشرفون بهيج شكولات",عراق الابطال والشجعان  العراق م انجب هيج اشخاص العراق انجب صدام  حسين  والآن الحشد الشعبى والجيش  عراق الشهداء عراق سبايكر  العراق والعراقيين ميتشرفون بهيج شكولات,P
5735,عراقى  .  ؟ 😯 انت من بلدى مستحيل😔شنو هذا شباب بلدى ارقى من هيج وربى يروحلهم فدوه  هو هذا هم شكول الله يحميكم يا شباب بلدى من هايه  الشكول😔,عراقى  .  ؟ 😯 انت من بلدى مستحيل😔شنو هذا شباب بلدى ارقى من هيج وربى يروحلهم فدوه  هو هذا هم شكول الله يحميكم يا شباب بلدى من هايه  الشكول😔,P
5736,عرب ايدل بدون الناقه ياشباب,عرب ايدل بدون الناقه ياشباب,P
5737,"عرب متجردين من كيان الانسان وخلقه
جميع الفاظهم البذيئه فى اجسادوهم
تبقى",عرب متجردين من كيان الانسان وخلقه جميع الفاظهم البذيئه فى اجسادوهم تبقى,N
5738,عرب متخلفين جالسين قذف فيها وتقديس بالعاهره كيم كرداشيان تف عليكم,عرب متخلفين جالسين قذف فيها وتقديس بالعاهره كيم كرداشيان تف عليكم,P
5739,عرب متخلفين جالسين قذف فيها وتقديس بالعاهره كيم كرداشيان تف عليكم,عرب متخلفين جالسين قذف فيها وتقديس بالعاهره كيم كرداشيان تف عليكم,P
5740,عرب متخلفين جالسين قذف فيها وتقديس بالعاهره كيم كرداشيان تف عليكم,عرب متخلفين جالسين قذف فيها وتقديس بالعاهره كيم كرداشيان تف عليكم,P
5741,عرب متخلفين جالسين قذف فيها وتقديس بالعاهره كيم كرداشيان تف عليكم,عرب متخلفين جالسين قذف فيها وتقديس بالعاهره كيم كرداشيان تف عليكم,P
5742,عرزززه نوب واحد عراقى يارب ارحمنه من هل نماذج,عرزززه نوب واحد عراقى يارب ارحمنه من هل نماذج,N
5743,عريتينا الله يحرقك,عريتينا الله يحرقك,P
5744,عزا فشلتنيى ، كبببببر,عزا فشلتنيى ، كبببببر,N
5745,عزااااا شو هاد ولكم الدنيا آخر وقت 😨😨😨😨😨😨😨,عزااااا شو هاد ولكم الدنيا آخر وقت 😨😨😨😨😨😨😨,N
5746,عزه,عزه,N
5747,عزه  اسمه  نفس اسمى ييممممممه  😭😭😨😢,عزه  اسمه  نفس اسمى ييممممممه  😭😭😨😢,N
5748,عزرائيل يخذا  خلصنه من هى الزبايل,عزرائيل يخذا  خلصنه من هى الزبايل,P
5749,"عزززززززااااا بعينج
جنهه حصان",عزززززززااااا بعينج جنهه حصان,P
5750,"عززززه اشكد يغارووون منه اكثريتهم  كويتين  ههههههههههه
 الجغرافيه  مال كويت سهله تدرون  ليش لن شارعين  وفلكه  هههههههههههههههههه تفوز عليكم✌",عززززه اشكد يغارووون منه اكثريتهم  كويتين  ههههههههههه  الجغرافيه  مال كويت سهله تدرون  ليش لن شارعين  وفلكه  هههههههههههههههههه تفوز عليكم✌,N
5751,"عززززه معقوله اكو هيج بالعراق و انى ماعرف فوك القهر عراقى ماعرف عراقيه 
تف عليك او عليج مع الاسف اسم العراق مرتبط بهل خلقه الجايفه",عززززه معقوله اكو هيج بالعراق و انى ماعرف فوك القهر عراقى ماعرف عراقيه  تف عليك او عليج مع الاسف اسم العراق مرتبط بهل خلقه الجايفه,P
5752,عزه عراقي,عزه عراقي,N
5753,عزه هاى شنو 🤔,عزه هاى شنو 🤔,N
5754,عزه هذا شديحس تره ديعتبروها موده بس هاى حثالههلا وفوكاها كاعد يحجى لبنانى ومن عصب رجع الاصله ولو هيج اصل هم ميشرفنه انقرضو عاد ياربى شهل بشر حت حرام بيهم كلمه  بشر,عزه هذا شديحس تره ديعتبروها موده بس هاى حثالههلا وفوكاها كاعد يحجى لبنانى ومن عصب رجع الاصله ولو هيج اصل هم ميشرفنه انقرضو عاد ياربى شهل بشر حت حرام بيهم كلمه  بشر,P
5755,عزه هذولى شنو شكد يغارون من كاظم الساهر وبعدين هيه  شنو الكويت حته  يدخلهه,عزه هذولى شنو شكد يغارون من كاظم الساهر وبعدين هيه  شنو الكويت حته  يدخلهه,N
5756,عزه وصلتلنا هاى النماذج,عزه وصلتلنا هاى النماذج,N
5757,عزيزى اوعزيزتى راجعى طبيب نفسى ربى يهدى الجميع وانا اول وحده,عزيزى اوعزيزتى راجعى طبيب نفسى ربى يهدى الجميع وانا اول وحده,N
5758,عزيزى صاحب قناه  تب تن كيف تكتب اسم السيده عائشه فقط عائشه ارجو الاحتراس ف المرات القادمه وشكرا,عزيزى صاحب قناه  تب تن كيف تكتب اسم السيده عائشه فقط عائشه ارجو الاحتراس ف المرات القادمه وشكرا,N
5759,عسل انتى وجوزك حبيبتى الله يوفقكم بحياتكم وخلى العزال تموت,عسل انتى وجوزك حبيبتى الله يوفقكم بحياتكم وخلى العزال تموت,N
5760,عسل بس,عسل بس,N
5761,عسل يااحلام ؟,عسل يااحلام ؟,N
5762,عسول,عسول,N
5763,عسوله  برديس بس هى مخنفه  كده  ليه   ؟  !,عسوله  برديس بس هى مخنفه  كده  ليه   ؟  !,N
5764,عسوله  كتير احلام يا حرام كله ظلمها,عسوله  كتير احلام يا حرام كله ظلمها,N
5765,عسوله❤,عسوله❤,N
5766,عشاق الرسول صلى الله عليه وسلم اشتركو بقناتي,عشاق الرسول صلى الله عليه وسلم اشتركو بقناتي,N
5767,عشان احلام ما بتبيض طناجر هيك بيحكوا عنها,عشان احلام ما بتبيض طناجر هيك بيحكوا عنها,N
5768,عشان تنشهر .  تتكلم ع اشهر الفنانات العربيات,عشان تنشهر .  تتكلم ع اشهر الفنانات العربيات,N
5769,عشان ما قلبك,عشان ما قلبك,N
5770,عشانه محترم اكثر منهم,عشانه محترم اكثر منهم,N
5771,عشو يختى شايفه  حالك كلنا ولاد تسسسعه,عشو يختى شايفه  حالك كلنا ولاد تسسسعه,N
5772,عصابه  من الشياطين,عصابه  من الشياطين,N
5773,عصر التكنولوجيا والتطور بس الناس اصبحو بقمت التخلف,عصر التكنولوجيا والتطور بس الناس اصبحو بقمت التخلف,N
5774,عصيتين الغلايه اللى  فرحانه بيهم         برديس,عصيتين الغلايه اللى  فرحانه بيهم         برديس,N
5775,ععععععيييييع,ععععععيييييع,P
5776,عفتو ناس كلها جاين تحجون ؏ كاظم هذا ملك الاحساس ملك نسانيه  ملك حنان ملك ثقافه  ملك نزاكه  ملك ككلش ححلو ابوسام فديتها تروحوله  فدوه  لتراب يمشى عليه  كاظم حبيبى وكلبى كاظم 💖😻💕,عفتو ناس كلها جاين تحجون ؏ كاظم هذا ملك الاحساس ملك نسانيه  ملك حنان ملك ثقافه  ملك نزاكه  ملك ككلش ححلو ابوسام فديتها تروحوله  فدوه  لتراب يمشى عليه  كاظم حبيبى وكلبى كاظم 💖😻💕,P
5777,"عفكره  انتقادك لاحلام لايضرها ولاينفعها 
قارنه بانتقادك لرئيس حكومه  او اى مسؤول ببلدك لاتقول لى هاذى غير هاذى 
نفس الشى الناطق بالحق مايهمه اى شخص او ملك او غيره واكثر الناس هنا تكره احلام بدون سبب وان وجد السبب فاكيد فيه ناس مهمه  واكبر من احلام وانتم ماتتجراون تنتقدو فيهم كفاكم كذب على انفسكم",عفكره  انتقادك لاحلام لايضرها ولاينفعها  قارنه بانتقادك لرئيس حكومه  او اى مسؤول ببلدك لاتقول لى هاذى غير هاذى  نفس الشى الناطق بالحق مايهمه اى شخص او ملك او غيره واكثر الناس هنا تكره احلام بدون سبب وان وجد السبب فاكيد فيه ناس مهمه  واكبر من احلام وانتم ماتتجراون تنتقدو فيهم كفاكم كذب على انفسكم,N
5778,عفن معروف عنى انى لما اغنى ببتسم ههههههه,عفن معروف عنى انى لما اغنى ببتسم ههههههه,P
5779,عفوا بس ثانى مقطع عادل اللى كان جريء و وقح مب لطيفه  .  .,عفوا بس ثانى مقطع عادل اللى كان جريء و وقح مب لطيفه  .  .,P
5780,عفوا راغب,عفوا راغب,N
5781,عفوا يا اديده احﻻم اكول بس اعتزلى احسن تره عيب الى كاعده اتسوينه فشلتينه انتى ماتسوين اتكونيين بنت الخليج انتى امراه عار ♥♥♥♥♥♥♥والعالم سولج صيت وانتى مستانسه صرتى مشهوره وملكه تره ملكه على نفسج انه انتى عندى مواكثر من طبجه جوتى قديم بعد وموبعيد انتى تدفعين افلوس علشان اتصرين مشهوره بس المشكله ربج عطاج يختبرج,عفوا يا اديده احﻻم اكول بس اعتزلى احسن تره عيب الى كاعده اتسوينه فشلتينه انتى ماتسوين اتكونيين بنت الخليج انتى امراه عار ♥♥♥♥♥♥♥والعالم سولج صيت وانتى مستانسه صرتى مشهوره وملكه تره ملكه على نفسج انه انتى عندى مواكثر من طبجه جوتى قديم بعد وموبعيد انتى تدفعين افلوس علشان اتصرين مشهوره بس المشكله ربج عطاج يختبرج,P
5782,عفوا .  .  . بالتوبه الصادقه,عفوا .  .  . بالتوبه الصادقه,N
5783,"عفوا .  . بس مين هذى المهرطقه 
ليت المصريين كسروا راسها",عفوا .  . بس مين هذى المهرطقه  ليت المصريين كسروا راسها,P
5784,عفويه وطيبه بس فيها شوى غرور انا احبها,عفويه وطيبه بس فيها شوى غرور انا احبها,N
5785,عفيه  انتى لمسويه  روحج ملكه  تعلمى لحجى يله  طلعين برامج ترحيف فدوه  راغب,عفيه  انتى لمسويه  روحج ملكه  تعلمى لحجى يله  طلعين برامج ترحيف فدوه  راغب,N
5786,عفيه  مصر شكد فساد بيها  بكل مكان فساد حتى مظاهراتهم لازم بيها تحرش جنسى شعب نابع على فساد,عفيه  مصر شكد فساد بيها  بكل مكان فساد حتى مظاهراتهم لازم بيها تحرش جنسى شعب نابع على فساد,P
5787,عفيه ب  ٨  خوش حاجاها لاعاب حلكك,عفيه ب  ٨  خوش حاجاها لاعاب حلكك,N
5788,عفيه هذى القرده اشكد مضغوطه من راغب علامه😂😂😂,عفيه هذى القرده اشكد مضغوطه من راغب علامه😂😂😂,P
5789,عل فكره  حراام عليكم وحده  بدها شهر حالها باى طريقه  تستخدم الاموال عل غلط انتو ادعولها بالهدايه,عل فكره  حراام عليكم وحده  بدها شهر حالها باى طريقه  تستخدم الاموال عل غلط انتو ادعولها بالهدايه,N
5790,"علئ فكره واضح المقطع مدبرر وكله حقد ضد احلام صراحه احلام انسانه روحها جميله عندها مشكله انها علئ
نياتها متجامل عشان كيذااا بيكرهوها
بس صراحه مافى فنانه فلخيج بحجم 
احلااااااااااام  .  . ",علئ فكره واضح المقطع مدبرر وكله حقد ضد احلام صراحه احلام انسانه روحها جميله عندها مشكله انها علئ نياتها متجامل عشان كيذااا بيكرهوها بس صراحه مافى فنانه فلخيج بحجم  احلااااااااااام  .  . ,N
5791,علاجها القتل ،  ،  ،  ، سبحان الشارع الحكيم حينما حد الزناه  بالرجم حتى الموت ،  ،  ، والله هذى علاجها الرجم حتى الموت ، لانه ماينفع معها نقاش ولاجدال,علاجها القتل ،  ،  ،  ، سبحان الشارع الحكيم حينما حد الزناه  بالرجم حتى الموت ،  ،  ، والله هذى علاجها الرجم حتى الموت ، لانه ماينفع معها نقاش ولاجدال,P
5792,علامات الساعه,علامات الساعه,N
5793,علامات يوم القيامه,علامات يوم القيامه,N
5794,علامه  الساعه,علامه  الساعه,N
5795,علساس انتى هسه فنانه انتى داكوكه وبس,علساس انتى هسه فنانه انتى داكوكه وبس,P
5796,علساس تصرفاتج حلوه قذ ره,علساس تصرفاتج حلوه قذ ره,P
5797,علشان اصحاب الشاشات لا يستضيف اللى العاهرات لاكن المحترمين ملهمش مكان على الشاشات,علشان اصحاب الشاشات لا يستضيف اللى العاهرات لاكن المحترمين ملهمش مكان على الشاشات,P
5798,علم .  . هيه هاى زلم تعتدون ع مره  .  .  موت الكرفكم,علم .  . هيه هاى زلم تعتدون ع مره  .  .  موت الكرفكم,N
5799,على  قول  القذافى رحمت  الله عليه .  .  .  من اااااانننننتتتم,على  قول  القذافى رحمت  الله عليه .  .  .  من اااااانننننتتتم,N
5800,على اساس انتى تشرفى الدوله  اللى تنتمى الها,على اساس انتى تشرفى الدوله  اللى تنتمى الها,N
5801,على اساس انه محمد عبدو صوته حلو مابعرف ليش  بيغنى اصلا .  كاظم الساهر صوته احلى من محمدعبدو بكثير,على اساس انه محمد عبدو صوته حلو مابعرف ليش  بيغنى اصلا .  كاظم الساهر صوته احلى من محمدعبدو بكثير,N
5802,على اساس سعاد حسنى اشرف من الشرف مهى بتعمل افلام بورنو الله يحرقها,على اساس سعاد حسنى اشرف من الشرف مهى بتعمل افلام بورنو الله يحرقها,P
5803,"على اساس سعاد حسنى كانت تدرس قران 
كل افلامها وسخه",على اساس سعاد حسنى كانت تدرس قران  كل افلامها وسخه,P
5804,على اساس كاضم ذبح نفسه حته يجيكم اصلا مو بحالكم كلكم ماتجون شارع من معجبين كاضم ابغداد,على اساس كاضم ذبح نفسه حته يجيكم اصلا مو بحالكم كلكم ماتجون شارع من معجبين كاضم ابغداد,N
5805,على الاقل ما بسبسب بس يعنى الدكتور الى نفخلوا الصدر لازم يسجنوا,على الاقل ما بسبسب بس يعنى الدكتور الى نفخلوا الصدر لازم يسجنوا,N
5806,على انت قديسه  يا لطيفه  يا وساخه 👎👎👎👎 وعطاءاتك انت  ؟  ؟  ؟  ؟  ؟  ؟   انت اكبر غياره  .  !  !  !  !  !  !,على انت قديسه  يا لطيفه  يا وساخه 👎👎👎👎 وعطاءاتك انت  ؟  ؟  ؟  ؟  ؟  ؟   انت اكبر غياره  .  !  !  !  !  !  !,P
5807,"على زبي
يا ليتها تجى معى البر اخليها تسوق دباب ما عليكم شباب لا تخافون على بالبس دروع مع انى دب",على زبي يا ليتها تجى معى البر اخليها تسوق دباب ما عليكم شباب لا تخافون على بالبس دروع مع انى دب,P
5808,على زبى احلام وراغب,على زبى احلام وراغب,P
5809,على ساس انها تنحد من الدوله  المغربيه وتسب فيهم هذى مريضه,على ساس انها تنحد من الدوله  المغربيه وتسب فيهم هذى مريضه,P
5810,على سلح ناس زبايل شهرتوهم,على سلح ناس زبايل شهرتوهم,P
5811,على شنو يكرموك ؟,على شنو يكرموك ؟,N
5812,"على فكره  انا هاد ما بعرفه  ولا بحياتى شفت صوره   الو الى طلع الرقم  1 
مين بيعرفوا",على فكره  انا هاد ما بعرفه  ولا بحياتى شفت صوره   الو الى طلع الرقم  1  مين بيعرفوا,N
5813,على فكره  انسانه  محترمه  وحلو والى قول غير هيك اوجهه,على فكره  انسانه  محترمه  وحلو والى قول غير هيك اوجهه,N
5814,على فكره  سيرين عبد النور تشبهنى واموت عليها,على فكره  سيرين عبد النور تشبهنى واموت عليها,N
5815,على فكره  فاهمين الفنانه  احلام غلط,على فكره  فاهمين الفنانه  احلام غلط,N
5816,على فكره  قناتك حلوه  اكثير بالتوفيق ✌,على فكره  قناتك حلوه  اكثير بالتوفيق ✌,N
5817,على فكره  والله انا ما كنت بعرفها الا لما شفت الفيديو يعنى بالعربى كده الاشكال دى مالازم تعملولها قيمه  اصلا عشان متحتش نفسها وتصدق انها بمستوى فنان,على فكره  والله انا ما كنت بعرفها الا لما شفت الفيديو يعنى بالعربى كده الاشكال دى مالازم تعملولها قيمه  اصلا عشان متحتش نفسها وتصدق انها بمستوى فنان,N
5818,على فكره هذا مو من العراق رجاء منكم انتباه على لهجه مو عراقيه   لا تشبهو العراق لو صح من عراق كان انعدم,على فكره هذا مو من العراق رجاء منكم انتباه على لهجه مو عراقيه   لا تشبهو العراق لو صح من عراق كان انعدم,N
5819,على قوله  احلام  ( مقهوووورييييييين من القيصر )   :  ) ههههههه,على قوله  احلام  ( مقهوووورييييييين من القيصر )   :  ) ههههههه,N
5820,على قولت احلام مقهورين من القيصر,على قولت احلام مقهورين من القيصر,N
5821,على كيفه اتراك وغزو بعد اولا كانو عثمانيين يعنى الجيش كان يضم المسلمين من جميع انحاء العالم سواء عرب فرس ترك هند او حتى اوروبى او اسيوى ثانيا مو اسمه عزو اسمه فتح اسلامى يا حظي,على كيفه اتراك وغزو بعد اولا كانو عثمانيين يعنى الجيش كان يضم المسلمين من جميع انحاء العالم سواء عرب فرس ترك هند او حتى اوروبى او اسيوى ثانيا مو اسمه عزو اسمه فتح اسلامى يا حظي,N
5822,على ما كثر ما انا مقهور من حركاتها على كثر ما بردت حرتى المتصله  رقم  ٣  روحى يا شيخه عسى ربى يسعدك فى حياتك 😔💜,على ما كثر ما انا مقهور من حركاتها على كثر ما بردت حرتى المتصله  رقم  ٣  روحى يا شيخه عسى ربى يسعدك فى حياتك 😔💜,N
5823,"على ماذا ملكه  فتحت الاندلس ماذا بصمتها فى عماره  الانسانيه  الا انها تغنى وتكسب الملايين واخلاقها تلك بسبب تكبرها وتعجرفها وعلى ماذا لاادرى هى فقط مغنيه  
وذكرها بتلك الطريقه  ان كان سلبى او ايجابى هو اكثر من حجمها",على ماذا ملكه  فتحت الاندلس ماذا بصمتها فى عماره  الانسانيه  الا انها تغنى وتكسب الملايين واخلاقها تلك بسبب تكبرها وتعجرفها وعلى ماذا لاادرى هى فقط مغنيه   وذكرها بتلك الطريقه  ان كان سلبى او ايجابى هو اكثر من حجمها,P
5824,على هاى المذيعه الساقطه الى تحجى وتكول انتو دشيتو علينا احب اكلها لو جان صدام موجود لحد الان جان مكدرت تفتح حلكها بس الاسد يبقه اسد والكلاب تبقه كلاب وخره عليج وعلى الكويت تف عليج,على هاى المذيعه الساقطه الى تحجى وتكول انتو دشيتو علينا احب اكلها لو جان صدام موجود لحد الان جان مكدرت تفتح حلكها بس الاسد يبقه اسد والكلاب تبقه كلاب وخره عليج وعلى الكويت تف عليج,P
5825,على راى سعيد صالح الله يرحمه الشغل دا مش عايز شهاده  دا عايز ليونه  ههههههههههه,على راى سعيد صالح الله يرحمه الشغل دا مش عايز شهاده  دا عايز ليونه  ههههههههههه,N
5826,على راى سمير صبرى دغلب والمصحف,على راى سمير صبرى دغلب والمصحف,N
5827,على فكره  القاضى الى حكم على العاهر دى محكمشى بالعدل ابدن دى اقل شيء  6  سنين مع الشغل و النفاظ حسبى الله ونعم الوكيل,على فكره  القاضى الى حكم على العاهر دى محكمشى بالعدل ابدن دى اقل شيء  6  سنين مع الشغل و النفاظ حسبى الله ونعم الوكيل,P
5828,عليا النعمه  تستاهل الشنق مش الحبس وبس,عليا النعمه  تستاهل الشنق مش الحبس وبس,P
5829,عليا النعمه اشد رهان ان ممكن نلقا الاغنيه بتاع برديس عل موقع البورن,عليا النعمه اشد رهان ان ممكن نلقا الاغنيه بتاع برديس عل موقع البورن,P
5830,علی الاقل احلام محترمه  مو راغب يمشى وراء الحريم خروف🐑,علی الاقل احلام محترمه  مو راغب يمشى وراء الحريم خروف🐑,P
5831,علی الاقل تتعلم اللهجه  مو زيكم يلا قولو لهجت الكويت ماتعرفو,علی الاقل تتعلم اللهجه  مو زيكم يلا قولو لهجت الكويت ماتعرفو,N
5832,عم تحكو على نانسى نانسى اجمل من احلام بمليار مره شو هالحماره هى ياريت يا احلام عفوا يا ح عفوا كمان يمكن تزعل الحمير شايفا حالها زياده عن اللزوم انا رايى تروح تنتحر احلام نانسى احلا راغب علامه ابو خالد حبيب القلب سلملنا عالمختار جارك بظهر الصوان,عم تحكو على نانسى نانسى اجمل من احلام بمليار مره شو هالحماره هى ياريت يا احلام عفوا يا ح عفوا كمان يمكن تزعل الحمير شايفا حالها زياده عن اللزوم انا رايى تروح تنتحر احلام نانسى احلا راغب علامه ابو خالد حبيب القلب سلملنا عالمختار جارك بظهر الصوان,P
5833,عم تحكى لبنانى هههههههههه طيزك تلين خره  ياخره  بنت خره,عم تحكى لبنانى هههههههههه طيزك تلين خره  ياخره  بنت خره,P
5834,عم تعاير اصاله  لانها كانت مريضه  تفوووووووووو,عم تعاير اصاله  لانها كانت مريضه  تفوووووووووو,P
